match_id,match_date,team1,team2,venue,toss_winner,toss_decision,winner,team1_avg_runs,team2_avg_runs,team1_avg_wickets,team2_avg_wickets,team1_run_rate,team2_run_rate,team1_death_run_rate,team2_death_run_rate,team1_matches,team2_matches,team1_inning_runs,team1_inning_wickets,team1_inning_run_rate,team1_death_runs,team2_inning_runs,team2_inning_wickets,team2_inning_run_rate,team2_death_runs
1473453,2025-04-04,Lucknow Super Giants,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,field,Lucknow Super Giants,171.9787234042553,173.74468085106383,6.297872340425532,6.404255319148936,8.391535253668135,8.717310558150862,9.97916465122787,10.30055689379351,47,47,203,8,9.515625,44,191,5,9.241935483870968,39
1473454,2025-04-05,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,bat,Delhi Capitals,169.8409090909091,174.0,6.613636363636363,5.739130434782608,8.624581948639708,8.556914109644982,9.734444096271968,10.285806324397521,44,46,183,6,8.926829268292684,37,158,5,7.40625,46
1473455,2025-04-05,Rajasthan Royals,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,field,Rajasthan Royals,175.18367346938774,177.4090909090909,5.836734693877551,6.75,8.62474469232039,8.721855651695687,10.3485301470542,10.278906474869238,49,44,205,4,9.84,55,155,9,7.265625,19
1473457,2025-04-06,Sunrisers Hyderabad,Gujarat Titans,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Gujarat Titans,field,Gujarat Titans,174.66666666666666,174.0625,6.458333333333333,5.458333333333333,8.797697074397165,8.543769430436727,10.045396138682143,10.714804573428873,48,48,152,8,7.475409836065574,44,153,3,8.9126213592233,12
1473458,2025-04-07,Royal Challengers Bengaluru,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Royal Challengers Bengaluru,192.88888888888889,174.10416666666666,6.5,6.375,9.66611128151186,8.728240244103366,11.958197136721886,10.279180600752749,18,48,221,5,10.440944881889763,52,209,9,9.952380952380953,39
1473456,2025-04-08,Lucknow Super Giants,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Lucknow Super Giants,172.625,173.82608695652175,6.333333333333333,6.586956521739131,8.41495379005005,8.871418967284344,9.974786675718086,10.589523798505853,48,46,238,3,11.15625,60,234,7,10.323529411764705,49
1473459,2025-04-08,Punjab Kings,Chennai Super Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,bat,Punjab Kings,176.9111111111111,173.6595744680851,6.8,5.723404255319149,8.689494970546894,8.532431894546152,10.141829937886591,10.293130286419457,45,47,219,6,10.596774193548386,49,201,5,9.348837209302326,49
1473460,2025-04-09,Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,field,Gujarat Titans,173.6326530612245,175.78,5.408163265306122,5.8,8.551297020820128,8.64904979847398,10.866579478149106,10.409199718393472,49,50,217,6,9.644444444444444,54,159,10,7.632000000000001,14
1473461,2025-04-10,Royal Challengers Bengaluru,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,field,Delhi Capitals,194.3684210526316,170.13333333333333,6.421052631578948,6.6,9.706891997321224,8.631298555743108,11.934512337829748,9.714100189217874,19,45,163,7,7.761904761904762,42,169,4,9.218181818181819,35
1473462,2025-04-11,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,field,Kolkata Knight Riders,174.22916666666666,175.10638297872342,5.708333333333333,6.595744680851064,8.549440338603572,8.902314934188182,10.325018758453817,10.619536008800575,48,47,103,9,4.983870967741935,26,107,2,9.876923076923076,0
1473463,2025-04-12,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,field,Lucknow Super Giants,174.5,173.9591836734694,5.42,6.26530612244898,8.573159969292613,8.470898610661274,10.872820994780827,10.057156189982676,50,49,180,6,8.372093023255815,41,186,4,9.3,29
1473464,2025-04-12,Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,bat,Sunrisers Hyderabad,177.82608695652175,174.20408163265307,6.782608695652174,6.489795918367347,8.730957562351275,8.770711620553662,10.178606530207349,10.065706859135714,46,49,245,6,11.484375,58,247,2,12.35,29
1473465,2025-04-13,Rajasthan Royals,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,175.45098039215685,192.8,5.882352941176471,6.45,8.629107645562726,9.6096426355504,10.275674724260275,11.790002393135502,51,20,173,4,8.508196721311476,47,175,1,9.45945945945946,16
1473466,2025-04-13,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,Mumbai Indians,174.81632653061226,170.1086956521739,6.428571428571429,6.543478260869565,8.753222707537603,8.644056887535253,10.258754365180465,9.895167626677923,49,46,205,5,9.919354838709676,51,193,10,9.73109243697479,29
1473467,2025-04-14,Lucknow Super Giants,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,field,Chennai Super Kings,174.2,172.77551020408163,6.22,5.775510204081633,8.487480638448048,8.476673616749252,10.020251150310417,10.228268950354327,50,49,166,7,7.78125,48,168,5,8.0,45
1473468,2025-04-15,Punjab Kings,Kolkata Knight Riders,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,bat,Punjab Kings,179.25531914893617,173.6875,6.76595744680851,6.5,8.789540912088482,8.922619270495158,10.274637496202741,10.619536008800575,47,48,111,10,6.9375,0,95,10,6.195652173913043,0
1473469,2025-04-16,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,field,,170.59574468085106,175.40384615384616,6.617021276595745,5.846153846153846,8.667185303480776,8.626782435480973,9.868004726071606,10.296171158459044,47,52,188,5,8.8125,58,188,5,9.096774193548386,43
1473470,2025-04-17,Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,175.66,175.42,6.4,6.4,8.84229738814259,8.776545350161044,10.097671299570386,10.31291187898089,50,50,162,5,7.534883720930233,50,166,6,8.814159292035399,20
1473471,2025-04-18,Royal Challengers Bengaluru,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,field,Punjab Kings,191.95238095238096,177.83333333333334,6.190476190476191,6.833333333333333,9.602491055736547,8.750956726419972,11.674739109286266,10.274637496202741,21,48,95,9,6.705882352941177,0,98,5,7.84,0
1473472,2025-04-19,Delhi Capitals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,field,Gujarat Titans,167.73469387755102,174.6078431372549,6.448979591836735,5.431372549019608,8.891228760481559,8.569217480154636,9.898178097750302,10.837586797107432,49,51,203,8,9.44186046511628,40,204,3,10.115702479338843,39
1473473,2025-04-19,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,bat,Lucknow Super Giants,174.0392156862745,172.59259259259258,6.235294117647059,5.7592592592592595,8.473632978870636,8.679434459973313,10.018430401993033,10.296647735289865,51,54,180,5,8.64,49,178,5,8.826446280991735,30
1473474,2025-04-20,Punjab Kings,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,176.20408163265307,187.54545454545453,6.795918367346939,6.318181818181818,8.732365772819563,9.470827023791303,10.274637496202741,11.674739109286266,49,22,157,6,7.658536585365853,28,159,3,8.368421052631579,27
